"timestamp","measured_position","measured_position","measured_position","measured_position","measured_position","measured_position"
1628256991.08858,1.59594786167145,-2.87208301225771,2.67669200897217,-2.86033326784243,-1.57879239717592,-0.000311199818746
1628256991.08875,1.59594786167145,-2.87208301225771,2.67669200897217,-2.86033326784243,-1.57879239717592,-0.000311199818746
1628256991.09679,1.59594786167145,-2.8720706144916,2.67669200897217,-2.86030942598452,-1.5788405577289,-0.000335518513815
1628256991.10486,1.59597146511078,-2.87210685411562,2.67668008804321,-2.86030942598452,-1.57880431810488,-0.000299278889791
1628256991.11308,1.59597146511078,-2.8720706144916,2.67668008804321,-2.86029750505556,-1.57881671587099,-0.000287357960836
1628256991.12106,1.59593594074249,-2.87204677263369,2.67662024497986,-2.86033326784243,-1.57881671587099,-0.000311199818746
1628256991.12913,1.5958399772644,-2.87180740038027,2.67642879486084,-2.86029750505556,-1.5786603132831,-0.00032359758486
1628256991.13715,1.59563624858856,-2.87140018144716,2.67596173286438,-2.86036950746645,-1.5785644690143,-0.000287357960836
1628256991.14547,1.59538459777832,-2.87090951601137,2.67527937889099,-2.86028558412661,-1.57837278047671,-0.000299278889791
1628256991.15336,1.59514534473419,-2.87019092241396,2.67429780960083,-2.86023742357363,-1.57801276842226,-0.00032359758486
1628256991.16141,1.59440267086029,-2.86833459535708,2.67197561264038,-2.86022550264467,-1.57738954225649,-0.000311199818746
1628256991.16952,1.59397161006928,-2.86731607118715,2.67086243629456,-2.86024934450258,-1.57717353502382,-0.00032359758486
1628256991.1776,1.59355211257935,-2.86622649828066,2.66972517967224,-2.86010581651797,-1.57681399980654,-0.000311199818746
1628256991.18568,1.59304916858673,-2.86510068575014,2.66838431358337,-2.86004573503603,-1.57647782961001,-0.000335518513815
1628256991.1937,1.59251034259796,-2.86367541948427,2.66672039031982,-2.86004573503603,-1.5761664549457,-0.000299278889791
1628256991.20174,1.59182751178741,-2.86217862764467,2.66488862037659,-2.86002189317812,-1.57566243806948,-0.000335518513815
1628256991.20993,1.59109687805176,-2.86048967043032,2.66296148300171,-2.86004573503603,-1.57514697710146,-0.000311199818746
1628256991.21811,1.59030711650848,-2.85866958299746,2.6608784198761,-2.85977012315859,-1.57447559038271,-0.000287357960836
1628256991.22595,1.58951652050018,-2.85686093965639,2.65878343582153,-2.85987788835634,-1.57382804552187,-0.000335518513815
1628256991.23403,1.58874988555908,-2.85502845445742,2.6567964553833,-2.85972243944277,-1.57325202623476,-0.000311199818746
1628256991.24219,1.58804321289063,-2.8533037344562,2.65483331680298,-2.85939866701235,-1.57282048860659,-0.000263516102926
1628256991.25023,1.58728849887848,-2.85153133073916,2.65288162231445,-2.85938674608339,-1.5722807089435,-0.000299278889791
1628256991.25838,1.58655822277069,-2.84985477129091,2.65087056159973,-2.85939866701235,-1.57171708742251,-0.00032359758486
1628256991.26641,1.58583998680115,-2.84817821184267,2.64878749847412,-2.85925466219057,-1.57106906572451,-0.00032359758486
1628256991.27465,1.5850373506546,-2.84653693834414,2.64678835868835,-2.85926658311953,-1.57040959993471,-0.000335518513815
1628256991.28272,1.58423483371735,-2.84484845796694,2.64478921890259,-2.85915834108462,-1.56986982027163,-0.000335518513815
1628256991.29066,1.58354008197784,-2.84315950075258,2.64277815818787,-2.85899097124209,-1.56937820116152,-0.000311199818746
1628256991.29868,1.58274984359741,-2.84145957628359,2.64079117774963,-2.8590148131,-1.56891042390932,-0.00032359758486
1628256991.30671,1.58193528652191,-2.83974630037417,2.638756275177,-2.85893088976015,-1.56844264665713,-0.00032359758486
1628256991.3149,1.5812406539917,-2.8379376570331,2.63674521446228,-2.85875112215151,-1.56781942049135,-0.000287357960836
1628256991.32287,1.58047437667847,-2.83618957201113,2.6347222328186,-2.85879928270449,-1.56712371507754,-0.000299278889791
1628256991.33094,1.57972013950348,-2.83445293108095,2.63268709182739,-2.85881120363344,-1.56666785875429,-0.000287357960836
1628256991.33897,1.57897746562958,-2.83269197145571,2.6307475566864,-2.85865527788271,-1.56622440019716,-0.000335518513815
1628256991.34724,1.57822287082672,-2.83102733293642,2.62879633903503,-2.8586314360248,-1.56569654146303,-0.00032359758486
1628256991.35515,1.57748019695282,-2.82935077348818,2.62677335739136,-2.85864335695376,-1.56519300142397,-0.000335518513815
1628256991.3632,1.57674956321716,-2.82760173479189,2.62476205825806,-2.85846358934511,-1.56468898454775,-0.00032359758486
1628256991.37128,1.57600724697113,-2.82588941255678,2.62281107902527,-2.85842734972109,-1.56402951875796,-0.00034743944277
1628256991.37955,1.57522904872894,-2.82420093217959,2.62083554267883,-2.85837966600527,-1.56350213686098,-0.000335518513815
1628256991.38738,1.57451033592224,-2.82247621217837,2.61882424354553,-2.85830766359438,-1.56302243867983,-0.000275437031881
1628256991.39547,1.57373178005219,-2.82072765031923,2.61681318283081,-2.85823566118349,-1.56256658235659,-0.000311199818746
1628256991.40351,1.57304906845093,-2.81900293031801,2.61473035812378,-2.85823566118349,-1.56213504472841,-0.000275437031881
1628256991.41166,1.57228243350983,-2.81729060808291,2.61267113685608,-2.85812789598574,-1.56164342561831,-0.000299278889791
1628256991.4197,1.57152819633484,-2.81564933458437,2.61063623428345,-2.85812789598574,-1.56111556688418,-0.000287357960836
1628256991.42784,1.57080984115601,-2.81392509142031,2.60866093635559,-2.85805589357485,-1.5605037848102,-0.000335518513815
1628256991.43581,1.5700911283493,-2.81223613420595,2.60664987564087,-2.85792428651919,-1.55994016328921,-0.000335518513815
1628256991.44394,1.56938445568085,-2.81058341661562,2.60462689399719,-2.85797197023501,-1.55947238603701,-0.000335518513815
1628256991.45196,1.56866574287415,-2.80890638033022,2.60257983207703,-2.85784036317934,-1.55896884599795,-0.000311199818746
1628256991.46004,1.56788718700409,-2.80719405809511,2.60060453414917,-2.85784036317934,-1.558477703725,-0.000299278889791
1628256991.46808,1.56714451313019,-2.80546981493105,2.59867691993713,-2.85776836076845,-1.55793792406191,-0.000299278889791
1628256991.47622,1.5664142370224,-2.80376845995058,2.59671378135681,-2.85762483278383,-1.55733806291689,-0.000299278889791
1628256991.48416,1.56561207771301,-2.8020079771625,2.59478664398193,-2.85761243501772,-1.55671435991396,-0.00032359758486
1628256991.49227,1.56492936611176,-2.80030709901919,2.59278702735901,-2.85758859315981,-1.55615073839297,-0.000335518513815
1628256991.50027,1.5641987323761,-2.79853469530214,2.59075212478638,-2.85733682314028,-1.55568343797793,-0.000311199818746
1628256991.50859,1.56344401836395,-2.79683429399599,2.58872890472412,-2.85740882555117,-1.55520373979677,-0.00034743944277
1628256991.51659,1.5627133846283,-2.79513341585268,2.58674192428589,-2.85734874406923,-1.55466396013369,-0.000311199818746
1628256991.52472,1.56197106838226,-2.79343301454653,2.58474278450012,-2.85718089738955,-1.55407649675478,-0.000335518513815
1628256991.53263,1.56125283241272,-2.79173213640322,2.58274364471436,-2.85720473924746,-1.55347663560976,-0.000359360371725
1628256991.54084,1.56052219867706,-2.78997117677797,2.5807204246521,-2.8570969740497,-1.55290109315981,-0.00032359758486
1628256991.54892,1.55981540679932,-2.78823501268496,2.57872128486633,-2.85696489015688,-1.5524094740497,-0.000299278889791
1628256991.5569,1.55906081199646,-2.78652221361269,2.5766499042511,-2.85696489015688,-1.5519178549396,-0.000275437031881
1628256991.56508,1.5583062171936,-2.78480941454043,2.57462692260742,-2.85683328310122,-1.55136615434756,-0.00032359758486
1628256991.57316,1.55757594108582,-2.78313237825503,2.57267570495605,-2.85678512254824,-1.55075437227358,-0.00032359758486
1628256991.58127,1.55685722827911,-2.78142005601992,2.57072448730469,-2.85665351549257,-1.55004722276797,-0.000299278889791
1628256991.5892,1.55609095096588,-2.77971917787661,2.56879734992981,-2.85644990602602,-1.54949552217592,-0.000287357960836
1628256991.59731,1.55534827709198,-2.77805453935732,2.56682229042053,-2.85642558733095,-1.54903966585268,-0.00032359758486
1628256991.60535,1.55458176136017,-2.77638942400088,2.56478714942932,-2.8562219778644,-1.54855996767153,-0.000287357960836
1628256991.61355,1.55386304855347,-2.77462894121279,2.56278800964355,-2.8562219778644,-1.5480321089374,-0.000335518513815
1628256991.62158,1.55313277244568,-2.77292853990664,2.56078886985779,-2.85605460802187,-1.54742080370058,-0.00034743944277
1628256991.62956,1.55240213871002,-2.77119189897646,2.55883741378784,-2.85592300096621,-1.54682094255556,-0.000311199818746
1628256991.63757,1.55164778232574,-2.76945525804629,2.55683827400208,-2.85585099855532,-1.54624540010561,-0.00034743944277
1628256991.64593,1.55088126659393,-2.76776630083193,2.55479121208191,-2.85576707521547,-1.5457537809955,-0.000311199818746
1628256991.65387,1.55013859272003,-2.76606542268862,2.55276799201965,-2.85564738908877,-1.54529792467226,-0.000287357960836
1628256991.66192,1.54939591884613,-2.76432878175844,2.55072093009949,-2.85563499132265,-1.54477006593813,-0.000311199818746
1628256991.66999,1.54859375953674,-2.76259214082827,2.54872179031372,-2.85553914705385,-1.54425460497011,-0.000299278889791
1628256991.6781,1.5478630065918,-2.76086789766421,2.54671049118042,-2.85541898408999,-1.54363090196718,-0.000335518513815
1628256991.68612,1.54718029499054,-2.75925046602358,2.54475927352905,-2.85538322130312,-1.54301959673037,-0.000335518513815
1628256991.69424,1.5464380979538,-2.75750190416445,2.54276013374329,-2.85533506075014,-1.54256421724428,-0.000299278889791
1628256991.70227,1.54571938514709,-2.755836788808,2.54074907302856,-2.85523921648134,-1.54212028185,-0.000299278889791
1628256991.71033,1.54491686820984,-2.7541244665729,2.53873801231384,-2.85523921648134,-1.54159242311587,-0.000311199818746
1628256991.71845,1.54416251182556,-2.75245982805361,2.53678631782532,-2.85517961183657,-1.540993038808,-0.000311199818746
